,user,beer,rating
17784,KAITLYN,Collective Arts Brewing: Collective Project: Guava Gose,7.0
3240,KAITLYN,Rainhard Brewing Co.: Armed N' Citra,8.0
32934,KAITLYN,Unibroue: Blanche de Chambly,4.0
3442,KAITLYN,High Road Brewing: Cloud Piercer,7.0
917,KAITLYN,Guiness: Guinness,3.0
1826,KAITLYN,"Brouwerij Rodenbach: Rodenbach Grand Cru,",8.0
32126,KAITLYN,Unibroue: Éphémère Cassis,9.0
11623,KAITLYN,Brasserie Dunham: Berliner Melon Weisse,8.0
15865,KAITLYN,Cidrerie Milton: CID Cuivré,8.0
8,KAITLYN,Beau's All Natural Brewing Company: Beau's Lugtread,1.0
109,KAITLYN,Grupo Modelo: Corona,6.0
31621,KAITLYN,Unibroue: Ephemere Strawberry & Rhubarb,7.0
210,KAITLYN,Coors Brewing Company: Coors Light,3.0
16370,KAITLYN,Collective Arts Brewing: Collective Arts / Forbidden Root - Origin of Darkness,9.0
33843,KAITLYN,À la Fût: Cuvée Houblonée I,7.0
21723,KAITLYN,Great Lakes Brewery: Great Lakes Karma Citra IPA,7.0
33742,KAITLYN,À la Fût: Hopfenweisse,9.0
2331,KAITLYN,Sawdust City Brewing Co.: Golden Beach,6.0
6068,KAITLYN,Beaus All Natural Brewing Company: Cherry Revue,6.0
11522,KAITLYN,Brasserie Dunham: Berliner Mango Weisse,8.0
15764,KAITLYN,Cidre McKeown: Cidre Au Sumac,6.0
26268,KAITLYN,Les Trois Mousquetaires: Gose,9.0
16168,KAITLYN,Collective Arts Brewing: Collective Project: Sour Dry Hopped with Raspberry,9.0
16269,KAITLYN,Collective Arts Brewing: Collective Project: Sour Dry Hop Ale - Passion Fruit And Peach,9.0
2937,KAITLYN,Brewery Ommegang: Ommegang Pale Sour,9.0
17178,KAITLYN,Collective Arts Brewing: Jam up the Mash,8.0
29709,KRISTI,Nickel Brook Brewing Company: Cause & Effect,6.0
419,KRISTI,Heineken: Heineken Lager,4.0
19508,KRISTI,Glutenberg: Glutenberg India Pale Ale,4.0
1025,KRISTI,Brasserie Dieu De Ciel!: Peche Mortel,4.0
2136,KRISTI,Sawdust City Brewing Co.: Long Dark Voyage to Uranus,3.0
5469,KRISTI,Beau's All Natural Brewing: One Ping Only,2.0
4964,KRISTI,Amsterdam Brewing Company: Big Wheel Deluxe Amber,4.0
21225,KRISTI,Great Lakes Brewery: Great Lakes My Bitter Wife IPA,7.0
6378,KRISTI,Bellwoods Brewery: Cat Lady IPA,8.0
22134,KRISTI,High Road Brewing: Bronan,9.0
24457,KRISTI,Lagunitas Brewing Company: A Little Sumpin' Sumpin',8.0
17185,KRISTI,Collective Arts Brewing: Jam up the Mash,7.0
1934,KRISTI,Bellwoods Brewery: Jelly King,10.0
22740,KRISTI,Indie Ale House Brewing: Cock Puncher,7.0
7994,KRISTI,Bellwoods Brewery: Roman Candle,7.0
18902,KRISTI,Flying Monkeys Craft Brewery: Hoptical Illusion,5.0
23144,KRISTI,Junction Craft Brewing: Engineers,6.0
24558,KRISTI,Lagunitas Brewing Company: DayTime IPA,7.0
23851,KRISTI,Labatt Ontario Breweries: Canadian Style Wheat Ale - Prohibition Series,3.0
28699,KRISTI,Molson Breweries of Canada: Carling,1.0
1732,KRISTI,Blue Moon Brewing Company: Blue Moon,5.0
16175,KRISTI,Collective Arts Brewing: Collective Project: Sour Dry Hopped with Raspberry,7.0
4560,KRISTI,Amsterdam Brewing Company: Cruiser All Day Pale Ale,6.0
1530,KRISTI,Brasserie D'Achouffe: La Chouffe,8.0
4661,KRISTI,Amsterdam Brewing Company: Boneshaker,5.0
4762,KRISTI,Amsterdam Brewing Company: Autumn Hop,6.0
19609,KRISTI,Glutenberg: Glutenberg Blonde,4.0
29002,KRISTI,Nickel Brook Brewing: Old Kentucky Bastard,4.0
23750,KRISTI,Labatt Ontario Breweries: Canadian Ale,3.0
13347,KRISTI,Brickworks Ciderhouse: Batch: 1904,5.0
19710,KRISTI,Glutenberg: Glutenberg American Pale Ale,4.0
318,KRISTI,Sawdust City Brewing Co.: Little Norway,4.0
20316,KRISTI,Great Lakes Brewery: Great Lakes Thrust! An IPA,7.0
16478,KRISTI,Collective Arts Brewing: Stranger Than Fiction,3.0
31022,KRISTI,Sleeman Breweries Ltd.: Honey Brown Lager,1.0
31325,KRISTI,The Collingwood Brewery: Downhill Pale Ale,4.0
924,KRISTI,Guiness: Guinness,4.0
3348,KRISTI,Rainhard Brewing Co.: Kapow! IPA,7.0
18801,KRISTI,Flying Monkeys Craft Brewery: 12 Minutes to Destiny,4.0
1833,KRISTI,"Brouwerij Rodenbach: Rodenbach Grand Cru,",9.0
8398,KRISTI,Bellwoods Brewery: Hellwoods,3.0
8499,KRISTI,Bellwoods Brewery: Cat Lady - Double Dry-Hopped,8.0
8297,KRISTI,Bellwoods Brewery: Witchshark,8.0
5671,KRISTI,Beaus All Natural Brewing Company: Full Time IPA,6.0
23649,KRISTI,Labatt Ontario Breweries: Brown Ale,3.0
823,KRISTI,Clifford Brewing Co.: Clifford Porter,2.0
3449,KRISTI,High Road Brewing: Cloud Piercer,9.0
18195,KRISTI,Creemore Spring Brewery: Creemore Springs Traditional Pilsner,4.0
2237,KRISTI,Sawdust City Brewing Co.: Lone Pine,6.0
3247,KRISTI,Rainhard Brewing Co.: Armed N' Citra,7.0
8701,KRISTI,Bellwoods Brewery: Farmageddon - Niagara Montmorency Cherry,8.0
22235,KRISTI,Hop City Brewing Co.: Barking Squirrel Lager,4.0
4863,KRISTI,Amsterdam Brewing Company: Framboise,6.0
8600,KRISTI,Bellwoods Brewery: Jutsu,8.0
1328,KRISTI,Sawdust City Brewing Co.: Juicin,8.0
28093,KRISTI,Mill Street Brewery: Hopped & Confused,5.0
2843,KRISTI,Brouwerij Artois: Stella Artois,3.0
28800,KRISTI,Muskoka Brewery: Muskoka Twice As Mad Tom IPA,5.0
27285,KRISTI,Mill Street Brewery: IPA (India Pale Ale),4.0
2742,KRISTI,Woodhouse Brewing Co.: Woodhouse Lager,3.0
10317,KRISTI,Brasserie Dieu du Ciel!: Disco Soleil,8.0
16680,KRISTI,Collective Arts Brewing: Dark Fruit Gose,6.0
15,KRISTI,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
30719,KRISTI,San Francisco Brewing Co.: Broadway IPA,6.0
14357,KRISTI,Brooklyn Brewery: Brooklyn Lager,6.0
30113,KRISTI,Railway City Brewing Company: Black Coal Stout,5.0
21730,KRISTI,Great Lakes Brewery: Great Lakes Karma Citra IPA,7.0
28497,KRISTI,Molson Breweries of Canada: Canadian Light,1.0
2944,KRISTI,Brewery Ommegang: Ommegang Pale Sour,9.0
25568,KRISTI,Left Field Brewery: Left Field Laser Show,7.0
6075,KRISTI,Beaus All Natural Brewing Company: Cherry Revue,7.0
1429,KRISTI,Redline Brewhouse: Clutch,9.0
7792,KRISTI,Bellwoods Brewery: Jelly King - Pink Guava,8.0
116,KRISTI,Grupo Modelo: Corona,7.0
520,KRISTI,Creemore Spring Brewery: Creemore Springs Premium Lager,2.0
29305,KRISTI,Nickel Brook Brewing: Winey Bastard,5.0
2035,KRISTI,Sawdust City Brewing Co.: Skinny Dippin' Stout,4.0
2338,KRISTI,Sawdust City Brewing Co.: Golden Beach,6.0
4257,KRISTI,Amsterdam Brewing Company: All Natural Blonde,5.0
2439,KRISTI,Sawdust City Brewing Co.: Gateway Kolsch,4.0
19003,KRISTI,Flying Monkeys Craft Brewery: Flying Monkeys The Chocolate Manifesto,4.0
3651,KRISTI,Ace Hill Brewing Company: Ace Hill Pilsner,3.0
1227,KRISTI,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,8.0
12943,KRISTI,Brewery Ommegang: Hennepin,7.0
25770,KRISTI,Left Field Brewery: Greenwood,7.0
29406,KRISTI,Nickel Brook Brewing: Über - Raspberry,6.0
621,KRISTI,Mill Street Brewery: 100th Meridian,3.0
19306,KRISTI,Flying Monkeys Craft Brewery: Aurora Heart,3.0
16074,KRISTI,Collective Arts Brewing: Rhyme & Reason,5.0
7489,KRISTI,Bellwoods Brewery: Milkshark - Guava,6.0
3045,KRISTI,The Collingwood Brewery: Rockwell,4.0
1631,KRISTI,Side Launch Brewing Company: Side Launch Wheat,7.0
9206,KRISTI,Bench Brewing Company: Ball's Falls Session IPA,7.0
29810,KRISTI,Nickel Brook Brewing Company: Head Stock,5.0
30820,KRISTI,Sawdust City Brewing: Twin Pine,6.0
22033,KRISTI,High Park Brewery: Across the Pond,4.0
19912,KRISTI,Granville Island Brewing Company: English Bay Pale Ale,5.0
9711,KRISTI,Black Oak Brewing: Black Oak Ten Bitter Years,4.0
7893,KRISTI,Bellwoods Brewery: Double Jutsu,8.0
722,KRISTI,Alexander Keiths: Red Amber Ale,2.0
1126,KRISTI,Sierra Nevada Brewing Co.: Pale Ale,5.0
27790,KRISTI,Mill Street Brewery: Belgian Wit,7.0
23346,KRISTI,Kensington Brewing Company: Fruit Stand Watermelon Wheat,4.0
2540,KRISTI,Sawdust City Brewing Co.: Princess Wears Girl Pants,9.0
6176,KRISTI,Beaus All Natural Brewing Company: Blood Simple,7.0
30618,KRISTI,Redline Brewhouse: Double Clutch,9.0
217,KRISTI,Coors Brewing Company: Coors Light,3.0
2641,KRISTI,Mill Street Brewery: Original Organic,5.0
5772,KRISTI,Beaus All Natural Brewing Company: Dark Helmüt,2.0
23548,KRISTI,Kensington Brewing Company: Baldwin FishEYE PA,6.0
5065,KRISTI,Amsterdam Brewing Company: 3 Speed,4.0
18397,KRISTI,Dominion City Brewing: Sunsplit IPA,7.0
31426,KRISTI,The Collingwood Brewery: 3-point Saison,6.0
3146,KRISTI,McAuslan Brewing: St. Ambroise Oatmeal Stout,4.0
24356,KRISTI,Lagunitas Brewing Company: A Little Sumpin' Extra,8.0
6681,KRISTI,Bellwoods Brewery: Monogamy - Galaxy,7.0
331,Kaitlyn,Sawdust City Brewing Co.: Little Norway,7.0
230,Kaitlyn,Coors Brewing Company: Coors Light,1.0
1240,Kaitlyn,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
937,Kaitlyn,Guiness: Guinness,4.0
1341,Kaitlyn,Sawdust City Brewing Co.: Juicin,6.0
1038,Kaitlyn,Brasserie Dieu De Ciel!: Peche Mortel,7.0
1745,Kaitlyn,Blue Moon Brewing Company: Blue Moon,5.0
129,Kaitlyn,Grupo Modelo: Corona,2.0
1644,Kaitlyn,Side Launch Brewing Company: Side Launch Wheat,6.0
28,Kaitlyn,Beau's All Natural Brewing Company: Beau's Lugtread,2.0
1543,Kaitlyn,Brasserie D'Achouffe: La Chouffe,7.0
1947,Kaitlyn,Bellwoods Brewery: Jelly King,10.0
432,Kaitlyn,Heineken: Heineken Lager,2.0
1846,Kaitlyn,"Brouwerij Rodenbach: Rodenbach Grand Cru,",10.0
1204,Karen,Sierra Nevada Brewing Co.: Pale Ale,7.0
1103,Karen,Brasserie Dieu De Ciel!: Peche Mortel,10.0
1709,Karen,Side Launch Brewing Company: Side Launch Wheat,10.0
194,Karen,Grupo Modelo: Corona,1.0
2012,Karen,Bellwoods Brewery: Jelly King,7.0
497,Karen,Heineken: Heineken Lager,6.0
699,Karen,Mill Street Brewery: 100th Meridian,6.0
598,Karen,Creemore Spring Brewery: Creemore Springs Premium Lager,9.0
396,Karen,Sawdust City Brewing Co.: Little Norway,9.0
295,Karen,Coors Brewing Company: Coors Light,4.0
93,Karen,Beau's All Natural Brewing Company: Beau's Lugtread,3.0
1002,Karen,Guiness: Guinness,5.0
1810,Karen,Blue Moon Brewing Company: Blue Moon,8.0
901,Karen,Clifford Brewing Co.: Clifford Porter,10.0
1507,Karen,Redline Brewhouse: Clutch,8.0
1305,Karen,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
1608,Karen,Brasserie D'Achouffe: La Chouffe,7.0
1406,Karen,Sawdust City Brewing Co.: Juicin,8.0
1911,Karen,"Brouwerij Rodenbach: Rodenbach Grand Cru,",8.0
800,Karen,Alexander Keiths: Red Amber Ale,3.0
1534,Ken,Brasserie D'Achouffe: La Chouffe,10.0
19,Ken,Beau's All Natural Brewing Company: Beau's Lugtread,9.0
120,Ken,Grupo Modelo: Corona,6.0
928,Ken,Guiness: Guinness,8.0
524,Ken,Creemore Spring Brewery: Creemore Springs Premium Lager,2.0
423,Ken,Heineken: Heineken Lager,5.0
726,Ken,Alexander Keiths: Red Amber Ale,2.0
1130,Ken,Sierra Nevada Brewing Co.: Pale Ale,8.0
221,Ken,Coors Brewing Company: Coors Light,1.0
1231,Ken,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,3.0
1635,Ken,Side Launch Brewing Company: Side Launch Wheat,7.0
1736,Ken,Blue Moon Brewing Company: Blue Moon,5.0
1938,Ken,Bellwoods Brewery: Jelly King,4.0
130,Kevin k.,Grupo Modelo: Corona,9.0
231,Kevin k.,Coors Brewing Company: Coors Light,9.0
938,Kevin k.,Guiness: Guinness,5.0
433,Kevin k.,Heineken: Heineken Lager,10.0
736,Kevin k.,Alexander Keiths: Red Amber Ale,6.0
426,Kim,Heineken: Heineken Lager,5.0
1739,Kim,Blue Moon Brewing Company: Blue Moon,5.0
1032,Kim,Brasserie Dieu De Ciel!: Peche Mortel,7.0
830,Kim,Clifford Brewing Co.: Clifford Porter,5.0
628,Kim,Mill Street Brewery: 100th Meridian,4.0
729,Kim,Alexander Keiths: Red Amber Ale,5.0
1941,Kim,Bellwoods Brewery: Jelly King,3.0
527,Kim,Creemore Spring Brewery: Creemore Springs Premium Lager,5.0
931,Kim,Guiness: Guinness,7.0
1133,Kim,Sierra Nevada Brewing Co.: Pale Ale,8.0
1840,Kim,"Brouwerij Rodenbach: Rodenbach Grand Cru,",3.0
1537,Kim,Brasserie D'Achouffe: La Chouffe,6.0
1638,Kim,Side Launch Brewing Company: Side Launch Wheat,4.0
1234,Kim,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,9.0
224,Kim,Coors Brewing Company: Coors Light,5.0
1335,Kim,Sawdust City Brewing Co.: Juicin,10.0
22,Kim,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
325,Kim,Sawdust City Brewing Co.: Little Norway,7.0
123,Kim,Grupo Modelo: Corona,4.0
1436,Kim,Redline Brewhouse: Clutch,10.0
1963,Kristina,Bellwoods Brewery: Jelly King,7.0
1964,Kristina,Bellwoods Brewery: Jelly King,8.0
44,Kristina,Beau's All Natural Brewing Company: Beau's Lugtread,2.0
45,Kristina,Beau's All Natural Brewing Company: Beau's Lugtread,3.0
651,Kristina,Mill Street Brewery: 100th Meridian,2.0
247,Kristina,Coors Brewing Company: Coors Light,4.0
246,Kristina,Coors Brewing Company: Coors Light,6.0
146,Kristina,Grupo Modelo: Corona,7.0
550,Kristina,Creemore Spring Brewery: Creemore Springs Premium Lager,5.0
549,Kristina,Creemore Spring Brewery: Creemore Springs Premium Lager,5.0
145,Kristina,Grupo Modelo: Corona,8.0
449,Kristina,Heineken: Heineken Lager,4.0
448,Kristina,Heineken: Heineken Lager,4.0
954,Kristina,Guiness: Guinness,6.0
1256,Kristina,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,1.0
1761,Kristina,Blue Moon Brewing Company: Blue Moon,3.0
953,Kristina,Guiness: Guinness,6.0
1559,Kristina,Brasserie D'Achouffe: La Chouffe,5.0
1560,Kristina,Brasserie D'Achouffe: La Chouffe,2.0
1156,Kristina,Sierra Nevada Brewing Co.: Pale Ale,3.0
751,Kristina,Alexander Keiths: Red Amber Ale,2.0
752,Kristina,Alexander Keiths: Red Amber Ale,3.0
1358,Kristina,Sawdust City Brewing Co.: Juicin,5.0
1459,Kristina,Redline Brewhouse: Clutch,4.0
853,Kristina,Clifford Brewing Co.: Clifford Porter,3.0
2231,LAURA,Sawdust City Brewing Co.: Lone Pine,8.0
2736,LAURA,Woodhouse Brewing Co.: Woodhouse Lager,8.0
23441,LAURA,Kensington Brewing Company: India Pale Ale,7.0
1423,LAURA,Redline Brewhouse: Clutch,10.0
312,LAURA,Sawdust City Brewing Co.: Little Norway,5.0
9,LAURA,Beau's All Natural Brewing Company: Beau's Lugtread,7.0
2534,LAURA,Sawdust City Brewing Co.: Princess Wears Girl Pants,6.0
1322,LAURA,Sawdust City Brewing Co.: Juicin,9.0
110,LAURA,Grupo Modelo: Corona,5.0
1524,LAURA,Brasserie D'Achouffe: La Chouffe,8.0
3645,LAURA,Ace Hill Brewing Company: Ace Hill Pilsner,5.0
23542,LAURA,Kensington Brewing Company: Baldwin FishEYE PA,9.0
23340,LAURA,Kensington Brewing Company: Fruit Stand Watermelon Wheat,4.0
2635,LAURA,Mill Street Brewery: Original Organic,5.0
23643,LAURA,Labatt Ontario Breweries: Brown Ale,5.0
211,LAURA,Coors Brewing Company: Coors Light,4.0
31319,LAURA,The Collingwood Brewery: Downhill Pale Ale,5.0
1827,LAURA,"Brouwerij Rodenbach: Rodenbach Grand Cru,",10.0
918,LAURA,Guiness: Guinness,5.0
30814,LAURA,Sawdust City Brewing: Twin Pine,8.0
3342,LAURA,Rainhard Brewing Co.: Kapow! IPA,8.0
8594,LAURA,Bellwoods Brewery: Jutsu,8.0
3039,LAURA,The Collingwood Brewery: Rockwell,4.0
2938,LAURA,Brewery Ommegang: Ommegang Pale Sour,8.0
4655,LAURA,Amsterdam Brewing Company: Boneshaker,9.0
514,LAURA,Creemore Spring Brewery: Creemore Springs Premium Lager,5.0
12937,LAURA,Brewery Ommegang: Hennepin,4.0
22027,LAURA,High Park Brewery: Across the Pond,7.0
1928,LAURA,Bellwoods Brewery: Jelly King,10.0
3140,LAURA,McAuslan Brewing: St. Ambroise Oatmeal Stout,4.0
716,LAURA,Alexander Keiths: Red Amber Ale,6.0
22128,LAURA,High Road Brewing: Bronan,10.0
2029,LAURA,Sawdust City Brewing Co.: Skinny Dippin' Stout,4.0
8291,LAURA,Bellwoods Brewery: Witchshark,8.0
3241,LAURA,Rainhard Brewing Co.: Armed N' Citra,6.0
2837,LAURA,Brouwerij Artois: Stella Artois,5.0
1726,LAURA,Blue Moon Brewing Company: Blue Moon,2.0
31016,LAURA,Sleeman Breweries Ltd.: Honey Brown Lager,5.0
3443,LAURA,High Road Brewing: Cloud Piercer,10.0
413,LAURA,Heineken: Heineken Lager,2.0
26370,LAURA,MacKinnon Brothers Brewing: 8 Man,8.0
1334,Laura,Sawdust City Brewing Co.: Juicin,8.0
1132,Laura,Sierra Nevada Brewing Co.: Pale Ale,5.0
829,Laura,Clifford Brewing Co.: Clifford Porter,5.0
1435,Laura,Redline Brewhouse: Clutch,10.0
1839,Laura,"Brouwerij Rodenbach: Rodenbach Grand Cru,",10.0
1940,Laura,Bellwoods Brewery: Jelly King,8.0
728,Laura,Alexander Keiths: Red Amber Ale,5.0
526,Laura,Creemore Spring Brewery: Creemore Springs Premium Lager,6.0
1233,Laura,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,9.0
122,Laura,Grupo Modelo: Corona,7.0
1031,Laura,Brasserie Dieu De Ciel!: Peche Mortel,5.0
21,Laura,Beau's All Natural Brewing Company: Beau's Lugtread,8.0
627,Laura,Mill Street Brewery: 100th Meridian,5.0
930,Laura,Guiness: Guinness,5.0
223,Laura,Coors Brewing Company: Coors Light,3.0
1536,Laura,Brasserie D'Achouffe: La Chouffe,7.0
324,Laura,Sawdust City Brewing Co.: Little Norway,5.0
425,Laura,Heineken: Heineken Lager,1.0
578,Lauren Richard,Creemore Spring Brewery: Creemore Springs Premium Lager,4.0
1487,Lauren Richard,Redline Brewhouse: Clutch,8.0
376,Lauren Richard,Sawdust City Brewing Co.: Little Norway,7.0
1386,Lauren Richard,Sawdust City Brewing Co.: Juicin,8.0
477,Lauren Richard,Heineken: Heineken Lager,3.0
881,Lauren Richard,Clifford Brewing Co.: Clifford Porter,9.0
1083,Lauren Richard,Brasserie Dieu De Ciel!: Peche Mortel,10.0
982,Lauren Richard,Guiness: Guinness,6.0
679,Lauren Richard,Mill Street Brewery: 100th Meridian,4.0
1992,Lauren Richard,Bellwoods Brewery: Jelly King,8.0
1285,Lauren Richard,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,7.0
780,Lauren Richard,Alexander Keiths: Red Amber Ale,1.0
1184,Lauren Richard,Sierra Nevada Brewing Co.: Pale Ale,7.0
1790,Lauren Richard,Blue Moon Brewing Company: Blue Moon,3.0
275,Lauren Richard,Coors Brewing Company: Coors Light,1.0
1588,Lauren Richard,Brasserie D'Achouffe: La Chouffe,7.0
174,Lauren Richard,Grupo Modelo: Corona,6.0
1689,Lauren Richard,Side Launch Brewing Company: Side Launch Wheat,9.0
73,Lauren Richard,Beau's All Natural Brewing Company: Beau's Lugtread,4.0
1891,Lauren Richard,"Brouwerij Rodenbach: Rodenbach Grand Cru,",8.0
502,Leo,Heineken: Heineken Lager,4.0
1007,Leo,Guiness: Guinness,6.0
199,Leo,Grupo Modelo: Corona,5.0
603,Leo,Creemore Spring Brewery: Creemore Springs Premium Lager,7.0
1066,Lizzie,Brasserie Dieu De Ciel!: Peche Mortel,8.0
1773,Lizzie,Blue Moon Brewing Company: Blue Moon,1.0
1571,Lizzie,Brasserie D'Achouffe: La Chouffe,7.0
1369,Lizzie,Sawdust City Brewing Co.: Juicin,8.0
1874,Lizzie,"Brouwerij Rodenbach: Rodenbach Grand Cru,",10.0
1470,Lizzie,Redline Brewhouse: Clutch,8.0
1975,Lizzie,Bellwoods Brewery: Jelly King,10.0
1167,Lizzie,Sierra Nevada Brewing Co.: Pale Ale,6.0
1268,Lizzie,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,8.0
1672,Lizzie,Side Launch Brewing Company: Side Launch Wheat,6.0
561,Lizzie,Creemore Spring Brewery: Creemore Springs Premium Lager,3.0
460,Lizzie,Heineken: Heineken Lager,1.0
662,Lizzie,Mill Street Brewery: 100th Meridian,3.0
157,Lizzie,Grupo Modelo: Corona,1.0
56,Lizzie,Beau's All Natural Brewing Company: Beau's Lugtread,5.0
258,Lizzie,Coors Brewing Company: Coors Light,2.0
965,Lizzie,Guiness: Guinness,5.0
864,Lizzie,Clifford Brewing Co.: Clifford Porter,7.0
1520,MARUTA,Brasserie D'Achouffe: La Chouffe,6.0
914,MARUTA,Guiness: Guinness,6.0
2934,MARUTA,Brewery Ommegang: Ommegang Pale Sour,7.0
1924,MARUTA,Bellwoods Brewery: Jelly King,8.0
1419,MARUTA,Redline Brewhouse: Clutch,7.0
9903,MARUTA,Black Oak Brewing Company: Beat The Heat,6.0
21114,MARUTA,Great Lakes Brewery: Great Lakes Lake Effect,6.0
3237,MARUTA,Rainhard Brewing Co.: Armed N' Citra,6.0
409,MARUTA,Heineken: Heineken Lager,3.0
16468,MARUTA,Collective Arts Brewing: Stranger Than Fiction,7.0
106,MARUTA,Grupo Modelo: Corona,6.0
3338,MARUTA,Rainhard Brewing Co.: Kapow! IPA,6.0
13337,MARUTA,Brickworks Ciderhouse: Batch: 1904,8.0
5,MARUTA,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
8590,MARUTA,Bellwoods Brewery: Jutsu,8.0
3439,MARUTA,High Road Brewing: Cloud Piercer,9.0
3641,MARUTA,Ace Hill Brewing Company: Ace Hill Pilsner,4.0
207,MARUTA,Coors Brewing Company: Coors Light,4.0
1621,MARUTA,Side Launch Brewing Company: Side Launch Wheat,4.0
2530,MARUTA,Sawdust City Brewing Co.: Princess Wears Girl Pants,6.0
20609,MARUTA,Great Lakes Brewery: Canuck Pale Ale,5.0
1015,MARUTA,Brasserie Dieu De Ciel!: Peche Mortel,6.0
16064,MARUTA,Collective Arts Brewing: Rhyme & Reason,6.0
9196,MARUTA,Bench Brewing Company: Ball's Falls Session IPA,8.0
3136,MARUTA,McAuslan Brewing: St. Ambroise Oatmeal Stout,7.0
2732,MARUTA,Woodhouse Brewing Co.: Woodhouse Lager,7.0
1318,MARUTA,Sawdust City Brewing Co.: Juicin,8.0
2227,MARUTA,Sawdust City Brewing Co.: Lone Pine,7.0
7782,MARUTA,Bellwoods Brewery: Jelly King - Pink Guava,8.0
7883,MARUTA,Bellwoods Brewery: Double Jutsu,7.0
3035,MARUTA,The Collingwood Brewery: Rockwell,7.0
2126,MARUTA,Sawdust City Brewing Co.: Long Dark Voyage to Uranus,9.0
712,MARUTA,Alexander Keiths: Red Amber Ale,5.0
2833,MARUTA,Brouwerij Artois: Stella Artois,6.0
19902,MARUTA,Granville Island Brewing Company: English Bay Pale Ale,8.0
2025,MARUTA,Sawdust City Brewing Co.: Skinny Dippin' Stout,5.0
29294,MEAGAN,Nickel Brook Brewing: Winey Bastard,8.0
711,MEAGAN,Alexander Keiths: Red Amber Ale,2.0
4347,MEAGAN,Amsterdam Brewing Company: Fracture Imperial IPA,6.0
28991,MEAGAN,Nickel Brook Brewing: Old Kentucky Bastard,8.0
16063,MEAGAN,Collective Arts Brewing: Rhyme & Reason,6.0
22931,MEAGAN,Isle de Garde Brasserie: American Pale Ale,8.0
8185,MEAGAN,Bellwoods Brewery: Monogamy - Nelson Sauvin,7.0
25254,MEAGAN,Le Trou Du Diable: Bar Volo 25th Anniversary Ale,8.0
13336,MEAGAN,Brickworks Ciderhouse: Batch: 1904,6.0
6569,MEAGAN,Bellwoods Brewery: Bring Out Your Dead,8.0
7882,MEAGAN,Bellwoods Brewery: Double Jutsu,7.0
10306,MEAGAN,Brasserie Dieu du Ciel!: Disco Soleil,8.0
32930,MEAGAN,Unibroue: Blanche de Chambly,8.0
5862,MEAGAN,Beaus All Natural Brewing Company: Festivale,5.0
4,MEAGAN,Beau's All Natural Brewing Company: Beau's Lugtread,6.0
4246,MEAGAN,Amsterdam Brewing Company: All Natural Blonde,2.0
19598,MEAGAN,Glutenberg: Glutenberg Blonde,6.0
5054,MEAGAN,Amsterdam Brewing Company: 3 Speed,5.0
22729,MEAGAN,Indie Ale House Brewing: Cock Puncher,9.0
8690,MEAGAN,Bellwoods Brewery: Farmageddon - Niagara Montmorency Cherry,8.0
5963,MEAGAN,Beaus All Natural Brewing Company: Beaver River I.P.Eh?,5.0
7983,MEAGAN,Bellwoods Brewery: Roman Candle,8.0
6367,MEAGAN,Bellwoods Brewery: Cat Lady IPA,8.0
29395,MEAGAN,Nickel Brook Brewing: Über - Raspberry,8.0
27577,MEAGAN,Mill Street Brewery: Cobblestone Stout,7.0
4953,MEAGAN,Amsterdam Brewing Company: Big Wheel Deluxe Amber,3.0
10508,MEAGAN,Brasserie Dieu du Ciel!: Herbe à détourne,8.0
4650,MEAGAN,Amsterdam Brewing Company: Boneshaker,6.0
14346,MEAGAN,Brooklyn Brewery: Brooklyn Lager,8.0
16467,MEAGAN,Collective Arts Brewing: Stranger Than Fiction,6.0
18487,MEAGAN,Double Trouble Brewing Co.: Hops and Robbers,4.0
1721,MEAGAN,Blue Moon Brewing Company: Blue Moon,4.0
105,MEAGAN,Grupo Modelo: Corona,6.0
1014,MEAGAN,Brasserie Dieu De Ciel!: Peche Mortel,8.0
1216,MEAGAN,Great Lakes Brewery: Great Lakes Octopus Wants To Fight IPA,9.0
25456,MEAGAN,Le Trou Du Diable: Dulcis Succubus - Brassin Special,9.0
10609,MEAGAN,Brasserie Dieu du Ciel!: Dernière Volonté,8.0
10407,MEAGAN,Brasserie Dieu du Ciel!: Dernière Volonté Réserve Spéciale En Fût De Pinot Noir,9.0
8589,MEAGAN,Bellwoods Brewery: Jutsu,7.0
3438,MEAGAN,High Road Brewing: Cloud Piercer,9.0
812,MEAGAN,Clifford Brewing Co.: Clifford Porter,6.0
8892,MEAGAN,Bellwoods Brewery: Grandma's Boy,7.0
4852,MEAGAN,Amsterdam Brewing Company: Framboise,5.0
23739,MEAGAN,Labatt Ontario Breweries: Canadian Ale,3.0
